"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/0b6ab0f2-d555-4fc6-93ee-0ab623a39425-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","750","TheKAIRI78","5485710","1110","7855","4942","1105838","13232","120646","true","false","French","TheKAIRI78"
"https://static-cdn.jtvnw.net/jtv_user_pictures/78c691c2-4575-4f10-935c-6b7dad18a95c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","751","고차비 (kumikomii)","5459040","3075","3582","1775","211565","-2385","147375","true","false","Korean","고차비 (kumikomii)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/31f1725f-798e-4e0f-974b-aa62949b2168-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","752","SayeedBlack","5449845","2070","9184","2632","155491","4311","121733","true","true","English","SayeedBlack"
"https://static-cdn.jtvnw.net/jtv_user_pictures/kuchentv-profile_image-708de77184d4e22d-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","753","KuchenTV","5441880","1560","6368","3488","305019","13028","196464","true","false","German","KuchenTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d29ec619-a267-4b74-b5c3-c71a01b6ad83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","754","RduLIVE","5425980","1725","6996","3145","268240","-2867","115802","true","false","English","RduLIVE"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fd5f864a-295f-4079-9bca-9991096cc1d4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","755","imjasmine","5423625","1425","10783","3806","221575","8010","391308","true","false","English","imjasmine"
"https://static-cdn.jtvnw.net/jtv_user_pictures/welovegames-profile_image-15afef2e74a108da-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","756","WELOVEGAMES","5413005","2250","4106","2405","423819","-5908","363611","true","false","Russian","WELOVEGAMES"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f2102d6f-a4f2-47ce-8f40-2f1786dbcd83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","757","DumbDog","5409240","1800","14081","3005","183575","4375","131964","true","false","English","DumbDog"
"https://static-cdn.jtvnw.net/jtv_user_pictures/050dc666-c615-4ab0-a08f-749d6dc15faf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","758","RRaenee","5408235","570","17381","9488","202064","6814","177966","true","false","Turkish","RRaenee"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1b07b1ff-8278-473e-9b1d-87f46f7280ba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","759","Juuu","5399970","9810","2332","550","141345","3916","65351","true","false","English","Juuu"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9793ee44-19c5-465f-abfb-7a9585ba8f9a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","760","BigEx","5380605","2040","4012","2637","313474","-2995","68843","true","false","English","BigEx"
